"website","url","reference","country","province","location","title","description","price","operation","property_type","rooms","baths","area","floor","elevator","outside","floor","images","latitude","longitude","dealer","dealer_url","dealer_is_professional"
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44429-102185568,"44429-102185568",es,santa-cruz-de-tenerife,"El Médano, Granadilla de Abona, Santa Cruz de Tenerife (provincia)","Piso en paseo Alcaraban en El Médano, Granadilla de Abona","DISPONIBLE A PARTIR DEL 25.08. 2023: Ático en la mejor ubicación del pueblo: La Bahía del Médano! Apartamento en segunda y última planta sin ascensor con dos dormitorios, dos baños, amplio salón, living área y terraza con zona de comedor exterior e impresionan...",2400.0,RENT,FLAT,2,2,114,,,,,35,28.0418593,-16.5426518,MEDANO4YOU,https://www.yaencontre.com/inmobiliarias/medano4you-44429,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44595-102162225,"44595-102162225",es,santa-cruz-de-tenerife,"Longuera-Toscal, Realejos (Los), Santa Cruz de Tenerife (provincia)","Estudio en calle El Burgado en Longuera-Toscal, Realejos (Los)","Se alquila por corta temporada estupendo estudio de una habitacion con incomparables vistas al océano. El estudio se distribuye en un salón con salida a la terraza, cocina abierta al salòn, una habitación con cama de matrimonio y un baño con ducha.
La propieda...",700.0,RENT,FLAT,,1,37,,,,,12,28.4044089,-16.5717964,Loro Inmobiliaria,https://www.yaencontre.com/inmobiliarias/loro-inmobiliaria-44595,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-61279-101549849,"61279-101549849",es,santa-cruz-de-tenerife,"Costa Blanca - Las Galletas, Arona, Santa Cruz de Tenerife (provincia)","Piso en Costa Blanca - Las Galletas, Arona","Bonito apartamento en Costa del Silencio. , con terraza soleada (7m2). 
Un cuarto de estar con cocina Americano, baño con lavabo, ducha y aseo. 
El complejo dispone de piscina comunitaria, rodeada de jardines subtropicales, vigilancia 24 horas y parking comuni...",850.0,RENT,FLAT,1,1,68,,,,,8,28.0099899,-16.65006,Uniek Properties Tenerife,https://www.yaencontre.com/inmobiliarias/uniek-properties-tenerife-61279,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-52366-101756967,"52366-101756967",es,santa-cruz-de-tenerife,"Ifara - Urbanización Anaga, Centro - Ifara, Santa Cruz de Tenerife, Santa Cruz de Tenerife (provincia)","Piso en calle Profesor Pérez de Ayala, Ifara - Urbanización Anaga, Santa Cruz de Tenerife","PISO, Situado en Urbanización Residencial Anaga, Santa Cruz de Tenerife, magnifica vivienda con una superficie interior de 120 m2 mas terraza. 

Consta de 3 dormitorios, 2 baños (1 en suite en el dormitorio principal), armarios empotrados, amplio salón, comedo...",1400.0,RENT,FLAT,3,2,120,,,,,19,28.4796046,-16.2458477,Agustin Morales Properties,https://www.yaencontre.com/inmobiliarias/agustin-morales-properties-52366,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-53380-95994963,"53380-95994963",es,santa-cruz-de-tenerife,"Las Chafiras, San Miguel de Abona, Santa Cruz de Tenerife (provincia)","Piso en Las Chafiras, San Miguel de Abona","Se alquila estupendo piso de 1 habitación en el residencial El Faro de Llano del Camello.
La vivienda dispone de 1 habitación, salón comedor, cocina equipada baño completo tiene un bonito balcon y se encuentra semiamueblado.
El complejo tiene servicios de GYM,...",750.0,RENT,FLAT,1,1,75,,,,,5,28.0558375,-16.6131008,JESSICA HERNANDEZ Servicios Inmobiliarios,https://www.yaencontre.com/inmobiliarias/jessica-hernandez-servicios-inmobiliarios-53380,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44555-102101604,"44555-102101604",es,santa-cruz-de-tenerife,"Callao Salvaje - El Puertito - Iboybo, Adeje, Santa Cruz de Tenerife (provincia)","Piso en avenida Playa Paraíso en Callao Salvaje - El Puertito - Iboybo, Adeje","DISPONIBLE A PARTIR DEL 10 DE OCTUBRE - LARGA TEMPORADA SOLA.
Apartamento muy luminoso de dos habitaciones ubicada en la esquina del complejo con vistas al mar y montañas. Las habitaciones tienen armarios empotrados y los dos son muy amplios con luz natural. L...",1450.0,RENT,FLAT,2,2,80,,,,,28,28.1223445,-16.7695942,Tenerife Island Rentals SLU,https://www.yaencontre.com/inmobiliarias/tenerife-island-rentals-slu-44555,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-48483-98951663,"48483-98951663",es,santa-cruz-de-tenerife,"Zona Botánico, Puerto de la Cruz, Santa Cruz de Tenerife (provincia)","Piso en calle Aceviño en Zona Botánico, Puerto de la Cruz","ALQUILER VACACIONAL
FECHAS DISPONIBLES:
20/4/2024 - 30/6/2024
NO SE ALQUILA EN JULIO Y AGOSTO
Precioso apartamento-estudio en el hotel Interpalace de Puerto de la Cruz. Zona La Paz.
Balcón con espectaculares vistas al mar.
Cuarto de baño con plato de ducha.
Co...",680.0,RENT,FLAT,1,1,30,,,,,6,28.4157216,-16.5360001,INMOBILIARIA VIVAT,https://www.yaencontre.com/inmobiliarias/inmobiliaria-vivat-48483,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-69010-102022249,"69010-102022249",es,santa-cruz-de-tenerife,"Tanque (El), Santa Cruz de Tenerife (provincia)",Piso en calle Alvarez Velazquez en Tanque (El),"Alquiler de Piso en el Tanque

Consta de 1 habitación, 1 baño, garaje, balcón y terraza. Zona verde y muy tranquila. Si deseas vivir en un piso cómodo, donde podrás respirar aire fresco y disfrutar de cierta tranquilidad, esta es tu vivienda. Disponible a part...",700.0,RENT,FLAT,1,1,80,,,,,17,28.3555625,-16.7841721,X-net property,https://www.yaencontre.com/inmobiliarias/x-net-property-69010,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-50551-102094423,"50551-102094423",es,santa-cruz-de-tenerife,"Zona Botánico, Puerto de la Cruz, Santa Cruz de Tenerife (provincia)","Ático en calle Luis Rodriguez Figueroa en Zona Botánico, Puerto de la Cruz","Se alquila este amplio y luminoso ático, en la Paz, Puerto de la Cruz. Se trata de una vivienda con tres amplios dormitorios, dos cuartos de baño, salón comedor, cocina independiente con solana, un amplio balcón con unas bonitas vistas al Teide y a la ciudad, ...",1300.0,RENT,FLAT,3,2,126,,,,,40,28.4125016,-16.5407843,LP & MG Intermediación,https://www.yaencontre.com/inmobiliarias/lp-a-mg-intermediacion-50551,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-48483-98974740,"48483-98974740",es,santa-cruz-de-tenerife,"Zona Botánico, Puerto de la Cruz, Santa Cruz de Tenerife (provincia)","Estudio en calle Aceviño en Zona Botánico, Puerto de la Cruz","DISPONIBILIDAD:
A partir del 5 de abril 2024
Para estancias cortas consultar precio.

Estudio/habitación en HOTEL INTERPALACE.
Consta de un solo espacio con pequeña cocina/office-salón/dormitorio.
Placa vitrocerámica de dos fuegos y microondas. Frigorífico gra...",650.0,RENT,FLAT,,1,40,,,,,12,28.4157216,-16.5360001,INMOBILIARIA VIVAT,https://www.yaencontre.com/inmobiliarias/inmobiliaria-vivat-48483,true
